,Job_Title,Company_Name,Job_Description
327,Citrix Engineer,Interact Technology Solutions,"Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · Engineering · SRM · Data Center · Installation · Maintenance · Repair · Microsoft Office · RFP · Computer Science · Citrix - November 16, 2020"
328,Android Technical Lead,Integrated Technology Group,"Full Time · Manager · 9-14 Yrs of Exp · Android · Mobile Application · Information Technology (IT) · Computer Science · Engineering · Telecom Engineering · Software Development - November 2, 2020"
329,Database Analyst,Target Recruitment & HR Solutions,"Full Time · Experienced · 2-3 Yrs of Exp · Microsoft SQL Server · Information Technology (IT) · Computer Science · System Analysis · Quality · Troubleshooting · Software Engineering · Database - October 26, 2020"
330,.Net Technical Lead,LINK Development,"Full Time · Manager · 6-10 Yrs of Exp · Information Technology (IT) · Computer Science · ASP.NET · .NET · C# · Computer Engineering · Engineering · SQL · Software · MVC · Angular · OOP · CMS - November 2, 2020"
331,Technical Product Owner - Alexandria,Procrew,"Full Time · Entry Level · 1-5 Yrs of Exp · Agile · Product · Computer Science · Information Technology (IT) · Scrum · IT/Software Development · Project/Program Management - November 19, 2020"
332,Telecom - Solution Engineer,Alkan CIT,"Full Time · Experienced · 5+ Yrs of Exp · Computer Science · Telecom · Arabic · English · Information Technology (IT) · Customer Service/Support · IT/Software Development - November 11, 2020"
333,Technical Team Lead,Dozzan,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · .NET · Data · Development · Engineering · Software · Software Development · Computer Science · jQuery · Python · Agile - November 20, 2020"
334,Advising Program Officer,Amideast,"Full Time · Experienced · 5-10 Yrs of Exp · Education · Teaching · Business Administration · Recruitment · Scholarship · English · Arabic · Economics · Training · Education/Teaching - October 19, 2020"
335,Technical Lead,NGMSA,"Full Time · Manager · 10+ Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Software Engineering · Computer Engineering · C# · C++ · Visual Studio · English - October 20, 2020"
336,Help Desk Specialist -Mansoura,Contact,"Full Time · Experienced · 2-5 Yrs of Exp · Help Desk · Information Technology (IT) · Computer Science · Installation · Troubleshooting · Computer Engineering · Computer Skills · Microsoft Office - November 5, 2020"
337,Technical Support Engineer,GUC,"Full Time · Experienced · 3+ Yrs of Exp · Technical Support · Information Technology (IT) · Computer Science · Customer Service · Customer Care · Customer Support · Linux · MacOS · IOS · Android - November 2, 2020"
338,SQL Server Administrator,DMS,"Full Time · Entry Level · 1-2 Yrs of Exp · Configuration · Computer Science · Software Configuration Management · Microsoft SQL Server · SQL Server Database Administration · SQL Server Database - November 15, 2020"
339,Technical Writer Team Leader,GET Group- Egypt,"Full Time · Manager · 7+ Yrs of Exp · Software Development · Software · Information Technology (IT) · AD · DHCP · DNS · G/W · Computer Science · HTML · Engineering · IT/Software Development - November 16, 2020"
340,ERP Sales Account Manager - KSA Residents only,Peerless,"Full Time · Experienced · 2-4 Yrs of Exp · Information Technology (IT) · Sales · ERP · Software · Software Sales · Odoo · English · Odoo ERP · Sales Skills · Business Administration · Sales Target - October 22, 2020"
341,Senior System Analyst,RDI,"Full Time · Experienced · 5+ Yrs of Exp · System Analysis · Computer Science · Computer Engineering · Agile · UML · Engineering · SCRUM · Information Technology (IT) · Business Analysis · Design - October 25, 2020"
342,ERP Business Consultant - (HR Consultant),Dynamicslink,"Full Time · Experienced · 2+ Yrs of Exp · Information Technology (IT) · Commerce · ERP · ERP Systems · ERP Configuration · Business · Business Analysis · Technical Writing · LS Central - November 11, 2020"
343,Technical Project Manager,Paymob Solutions,"Full Time · Experienced · 3+ Yrs of Exp · Startup · Project Management · E-Commerce · Technical Project Management · Computer Science · Computer Engineering · Information Technology (IT) - November 8, 2020"
344,PHP (Laravel) Team Leader,UnitLabs,"Full Time · Manager · 6-9 Yrs of Exp · Computer Science · PHP · Information Technology (IT) · Software Development · Engineering · MySQL · Laravel · Development · javaScript · HTML · MVC · CSS - October 15, 2020"
345,Integrated Pest Management Consultant,Abt Associates,"· Experienced · 5+ Yrs of Exp · IPM · Integrated Pest Management · Agriculture · Agribusiness · TOT · Development · Training · Learning & Development · Developmental Projects · Computer Science - November 15, 2020"
346,UX/Front End Designer & Creative Web UI Graphic...,Etolv,Full Time · Experienced · 2-5 Yrs of Exp · javaScript · Illustrator · HTML5 · Design · CSS · Computer Science · UI · angular · Photoshop · Information Technology (IT) · Creative · Software - New
347,Odoo Implementer,Al-Ahmady Motors,"Full Time · Experienced · 3+ Yrs of Exp · Odoo · Information Technology (IT) · Computer Science · Software Development · Odoo Developer · IT/Software Development · Engineering - Telecom/Technology - October 24, 2020"
348,Sales Executive, ,"Full Time · Manager · 5+ Yrs of Exp · Sales · Communication Skills · Microsoft Office · Sales Skills · Customer Service · Sales Strategies · Planning · Management · Marketing · IT · Software - October 5, 2020"
349,Account Manager - Alexandria,Talabat,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · Sales Target · Marketing · Marketing Campaigns · Customer Service · Customer Care · Account Managment · Customer Relations - November 4, 2020"
350,Programmer,Sega_m,"Full Time · Experienced · 2-5 Yrs of Exp · Information Technology (IT) · Computer Science · Programming · Software Development · Software Engineering · SQL · Software · Python · C++ · XML · Java - October 19, 2020"
351,Retail Operation Manager,Mr. Tailor,"Full Time · Manager · 7+ Yrs of Exp · Stores Management · Administration · Admin · Retail · Operations · Management · Planning · Operations/Management · Sales/Retail - October 25, 2020"
352,.Net Team Leader,Excel Systems,"Full Time · Manager · 7-8 Yrs of Exp · ASP.NET · Software Development · Software Engineering · team leader · Information Technology (IT) · C#.Net · SQL · Microsoft SQL Server · javaScript · CSS - November 17, 2020"
353,DevOps Consultant,RMG,"Full Time · Experienced · 5-10 Yrs of Exp · SDLC · DevOps · Computer Science · Information Technology (IT) · Agile · IT/Software Development · Engineering - Telecom/Technology - November 21, 2020"
354,Junior Scrum Master,EasyKash,"Internship · Entry Level · 0-1 Yrs of Exp · Startup · Project Management · Software Development · Software Testing · Scrum · Agile · Information Technology (IT) · Computer Science · Quality Control - October 18, 2020"
355,Chief Technology Officer CTO,Orman,Full Time · Senior Management · 6+ Yrs of Exp · CTO · Software Development · Information Technology (IT) · iOS · Android · Technological Analysis · Product Development · Technology - New
356,Full Stack .Net Team Leader,infasme.com,"Full Time · Experienced · 4-6 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · .NET · MVC · C# · SQL · Azure · Development · Design · AWS · SQL Server - October 31, 2020"
357,QSIT Technical Writer,Alkan CIT,"Full Time · Entry Level · 1-3 Yrs of Exp · Content Writing · Technical Writing · Information Technology (IT) · HTML · Adobe Photoshop · Microsoft Word · Computer Skills · Microsoft Office · English - November 17, 2020"
358,Help Desk Specialist,Contact,"Full Time · Experienced · 2-5 Yrs of Exp · Help Desk · Information Technology (IT) · Computer Science · Installation · Troubleshooting · Computer Engineering · Computer Skills · Microsoft Office - November 5, 2020"
359,Product Designer (UX Designer),GET Group- Egypt,"Full Time · Experienced · 4+ Yrs of Exp · Adobe Illustrator · Photoshop · XD · Art · Design · OmniGraffle · Axure · Cinema 4D · Lightwave · Maya · 3D · Typographical · CSS · HTML 5 · UX - October 20, 2020"
360,iOS Engineer,CASHU,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Software Engineering · Mobile Development · iOS · iOS SDK · Swift · Objective-C · SOAP · REST · Computer Engineering · APIs · Git - October 11, 2020"
361,CRM Consultant,Xceed,"Full Time · Work From Home · Experienced · 2+ Yrs of Exp · Information Technology (IT) · Computer Science · Software · IT · Configuring · Computer Software · English · Customer Support · CRM - October 13, 2020"
362,Technical Team Lead,CASHU,Full Time · Manager · 5-7 Yrs of Exp · Computer Science · Software Development · Software Engineering · Information Technology (IT) · jQuery · Software · Computer Engineering · Technical Lead - New
363,Account Manager -Qena,Talabat,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales · Sales Skills · Sales Target · Marketing · Marketing Campaigns · Customer Service · Customer Care · Account Managment · Customer Relations - October 11, 2020"
364,Technical Support Engineer,ZKTeco,"Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Telecommunication · Engineering · Software · Computer Hardware · Network Configuration · Troublshooting · Technical Support - November 11, 2020"
365,System Administrator,New Innovation Technologies,"Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Computer Science · System Administration · Linux · Engineering · Network Administration · Software · Networking · Security - October 1, 2020"
366,Sales Force Automation,Ayman Shahin Group,"Full Time · Entry Level · 1-4 Yrs of Exp · Information Technology (IT) · Telecom Engineering · SQL · Software Development · Administration · Front-End · Salesforce Automation Systems · SalesBuzz - October 21, 2020"
367,Dutch Technical Support Representative,Sykes Enterprises,"Full Time · Entry Level · 1+ Yrs of Exp · Technical Support · Customer Service · Customer Care · Customer Support · Communication Skills · Telecommunication · Dutch · Computer Science - November 2, 2020"
368,Corporate Sales Representative,IT Cores,"Full Time · Experienced · 3-5 Yrs of Exp · Sales Skills · B2B · Software · IT · Sales Target · CRM · CRM Software · English · Sales · Information Technology · Corporate Sales · Customer Service - October 27, 2020"
