,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
407,Experienced .NET Developer, Kick Start Interactive, Information Technology (IT) · Computer Science · .NET · Software Development · Web Development · GIT · CLR · C# · Microsoft SQL Server · Azure · C#.Net - August 4,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
408,PHP Developer - Senior & Mid-Level, Ibtikar,rk From Home ·  3-6 Yrs of Exp · Computer Science · PHP · Information Technology (IT) · Software Development · APIs · Software · Laravel · MySQL · Mongo - July 28,Experienced,Full Time,Software Engneering ,  Shift Based · 
409,Frontend Developer, Raya Customer Experience,· Computer Science · End-user support · Engineering · Desktop Support · Technical Support · Information Technology · IT · Request Management Process · HTML5 - July 27,Experienced,Full Time,Software Engneering ,   2-3 Yrs of Ex
410,PHP Developer, 52nd Solution,· PHP · Drupal · WordPress · Symphony · Information Technology (IT) · Computer Science · Software Development · Communication Skills · Software · AWS - July 21,Experienced,Full Time,Software Engneering ,   3-7 Yrs of Ex
411,Senior .Net Developer, LINK Development,  2-5 Yrs of Exp · Computer Science · Information Technology (IT) · ASP.NET · .NET · Software Development · javaScript · MVC · Computer Engineering · SQL - New,Experienced,Full Time,Software Engneering ,  Work From Home
412,Sales Specialist (IT systems & Telecom Solutions), Uplink,· Sales · Sales Skills · Networking · Information Technology (IT) · Computer Science · English · Engineering · Communication Skills · Selling · Sales Target - June 17,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
413,Senior .Net Developer, QOAD, Software Development · .NET · Information Technology (IT) · Computer Science · javaScript · Angular · SQL · jQuery · Software · MVC · Agile · ASP.NET - August 3,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
414,PHP Laravel - Full Stack Developer, Mishkat Nour,s of Exp · PHP · Laravel · MySQL · Software Development · Software · Information Technology (IT) · Computer Science · Vue.js · Full Stack Developer · API · JS - August 4,Experienced,Full Time,Software Engneering , Contract ·  3+ 
415,Senior Backend Developer Spring Boot, egabi solutions,· Computer Science · Java · Information Technology (IT) · Software Development · Spring · Spring Boot · SQL · Agile · Hibernate · MVC · Spring MVC - August 4,Experienced,Full Time,Software Engneering ,   4-6 Yrs of Ex
416,.Net Developer, ITS,· Computer Science · Information Technology (IT) · Software Development · .NET · ASP.NET · MVC · CSS · ASP · Entity Framework · ASP.NET MVC - July 26,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
417,Magento Developer - Mid & Senior Level, Ibtikar,ntract ·  2-10 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software Engineering · CSS · Magento · Developer - New,Experienced,Full Time,Software Engneering ,  Shift Based · 
418,Senior Java Spring Developer, IMS, Information Technology (IT) · Engineering · Computer Science · Database · Software · Software Development · Software Engineering · Spring · Maven · Java - July 25,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
419,Group IT Director, Confidential,t · 8-15 Yrs of Exp · Computer Science · Information Technology (IT) · Business · IT · IT Operations · IT/Software Development · Operations/Management - June 16,Manager,Full Time,IT Category,  Senior Managem
420,Senior .NET Developer, SURE International Technology, Information Technology (IT) · Software Engineering · Software Development · Computer Science · OOP · ASP.NET · C#.Net · ADO.NET · SQL · MySQL · javaScript - New,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
421,Senior Python Django Full Stack Developer, LINK Development, Computer Science · Software Development · Python · Information Technology (IT) · javaScript · SQL · Software · Software Engineering · MySQL · HTML5 - August 3,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
422,Software Tester - Alexandria, ISFP,· Information Technology (IT) · Software · Quality · Software Testing · ISTQB · Computer Science · Quality Control · Quality Assurance · Computer Engineering - June 13,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
423,SharePoint Developer(Freelance Project), Qsource,rs of Exp · Software Development · SharePoint · Computer Science · Information Technology (IT) · SQL · ASP.NET · CSS · javaScript · Microsoft Power Platform · XML - July 7,Experienced,Full Time,Software Engneering , Contract ·  3-5
424,Front End Developer, Expert Apps, Information Technology (IT) · Computer Science · Software Development · javaScript · Angular · HTML5 · CSS3 · APIs · Angular 7 · IT/Software Development - August 7,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
425,Java Developer, DMS,· Computer Science · Computer Engineering · Java · ITI · JSF · J2EE · SE · JPA · EJB · Hibernate · Glassfish · Tomcat · Weblogic · Microsoft SQL Server - July 28,Experienced,Full Time,Software Engneering ,   2-3 Yrs of Ex
426,Senior JavaScript Developer (Alexandria), Akwad, Information Technology (IT) · javaScript · Software Development · Computer Science · HTML · CSS · Software · Software Engineering · ES6+ - July 13,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
427,Junior .Net Developer, ARPUPLUS,· Computer Science · Computer Engineering · .NET · C# · ASP.NET · MVC · Web API · Entity Framework · MSSQL · Linq · HTML 5 · CSS · Bootstrap · TFS - New,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
428,Front End Developer, IMS, React · javaScript · Computer Science · HTML · JS · Front End · CSS · Information Technology (IT) · Software Engineering · Engineering · RESTful - July 23,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
429,.NET Developer (.Net Web Applications), FlairsTech, .NET · Computer Science · Information Technology (IT) · Software Development · Software · English · REST · Web Applications · Web · Microservices · Docker - July 25,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
430,Senior Full Stack Software Engineer, Abjjad,  5+ Yrs of Exp · .NET · MVC · C# · jQuery · SQL · Software · Agile · Information Technology (IT) · Computer Science · Web Apis · Lucene · Elastic - July 12,Experienced,Full Time,Software Engneering ,  Work From Home
431,Senior .Net Full Stack Developer, Confidential, Information Technology (IT) · Computer Science · Angular · Software Development · API · .NET · SQL · English · Computer · Lead · IT · Telecom Engineering - July 18,Experienced,Full Time,Software Engneering ,   6+ Yrs of Exp
432,IT Manager, Alasafra hospital,s of Exp · Information Technology (IT) · Computer Science · Project Management · IT · Engineering · Management · Communication · Technical · CCNP · MCSE · DevOps - June 15,Manager,Full Time,IT Category,  Manager · 10+ 
433,Senior Java Developer, KnowledgeNet,· JDBC · HTTP · JSP · JSF · Java · Java Servlets · Oracle AS · CASE Tools · UML · PL/SQL · SQL · SOCKETS · HTML · ‎Websphere · J2EE · ‎J2SE - July 25,Experienced,Full Time,Software Engneering ,   3-6 Yrs of Ex
434,Senior Full Stack Java/ Angular Developer, FlairsTech, Java EE · Computer Science · Computer Engineering · Information Technology (IT) · Java · JSF · Spring MVC · OOD · Testing · Software Engineering · Jenkins - August 1,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
435,Frontend Developer (Vue.Js), Zammit,· Information Technology (IT) · Computer Science · Software Development · Ruby · JS · Vue · Agile · UI · Vue.js · javaScript · Front-End · APIs · Git - July 16,Entry Level,Full Time,Software Engneering ,   0-3 Yrs of Ex
436,Laravel Full Stack Developer - Cairo, Alef Software Company, Laravel · PHP · Computer Science · Information Technology (IT) · Software Development · javaScript · IT/Software Development - July 11,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
437,Python Developer - Pandas, Cegedim,· Pandas · Python · Software Engineering · Web Development · Numpy · SQL · Database · S3 · Git · Data · Information Technology (IT) · Computer Science - New,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
438,Junior Full Stack .Net Developer, aliaict, Asp.Net · Angular TS · ADO · SQL · Oracle · HTML · javaScript · jQuery · Restful · API · TFS · C# · Information Technology (IT) · Computer Science - June 30,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
439,Full Stack Developer- 6 Months Project, A1Softech,rs of Exp · .Net core · Angular · Full Stack · Computer Science · Software Development · Information Technology (IT) · HTML · .NET · javaScript · CSS · SQL · MongoDB - August 4,Experienced,Full Time,Software Engneering , Contract ·  2-3
440,Frontend Developer (Vue.Js), Zammit,· Information Technology (IT) · Computer Science · Software Development · Ruby · JS · Vue · Agile · UI · Vue.js · javaScript · Front-End · APIs · Git - July 16,Entry Level,Full Time,Software Engneering ,   0-3 Yrs of Ex
441,Network Engineer Level 2 (Global IT Company) -..., Pillars,· Network Engineer · NOC · CCNP · CCNA · Telecom · Information Technology · English · IT/Software Development · Engineering - Telecom/Technology - July 1,Experienced,Full Time,IT Category,   3-7 Yrs of Ex
442,Python Developer - Pandas, Cegedim,· Pandas · Python · Software Engineering · Web Development · Numpy · SQL · Database · S3 · Git · Data · Information Technology (IT) · Computer Science - New,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
443,Software Testing Team Leader, Paxerahealth Corp,rs of Exp · Computer Science · Software Development · Testing · Software · Automation · ISTQB · TFS · Communication · Software Testing · SQL · IT/Software Development - June 14,Manager,Full Time,Software Engneering ,  Manager · 7-15
444,IT Specialist, Can Creative Solutions,· Males Only · Information Technology (IT) · Technical Support · Computer · Installation · Media · Computer Science · Installation/Maintenance/Repair - July 12,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
445,Junior Full Stack .Net Developer, aliaict, Asp.Net · Angular TS · ADO · SQL · Oracle · HTML · javaScript · jQuery · Restful · API · TFS · C# · Information Technology (IT) · Computer Science - June 30,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
